,,,Limstox360,Freezio_,MonMauvais,GoldMonster338,geek59,Naos0,acdc_zdnl,roselfe,Gaethap,alin,Razor2759,JojoLapero,rathur000,Cronox54,reppssomewhiles,heineswatchbook,uncessynthesize,stagescurfiness,vulvomishitting,ahemsdedicating,atokeholographs,horalrecognised,dillycrabapples,elriclespiques,shivaperiegeses,sykerconcretize,cholicaptivated,sinewrisibility,IntegraleEpice,syncsjasperizes,foliaperseveres,naturalizee,agonykettledrum,stupadisinvests,tennoasbestosis,salutunbreeched
stats,minecraft:used,minecraft:light_blue_shulker_box,25.0,17.0,25.0,8.0,25.0,19.0,5.0,10.0,19.0,14.0,2.0,9.0,6.0,15.0,25.0,21.0,25.0,12.0,22.0,17.0,4.0,24.0,25.0,7.0,23.0,15.0,3.0,25.0,1.0,25.0,25.0,11.0,25.0,25.0,13.0,25.0
stats,minecraft:used,minecraft:light_blue_stained_glass,12.0,3.0,20.0,20.0,20.0,6.0,16.0,7.0,17.0,11.0,20.0,20.0,20.0,1.0,20.0,14.0,20.0,15.0,9.0,4.0,19.0,20.0,20.0,20.0,5.0,2.0,20.0,17.0,13.0,20.0,20.0,8.0,10.0,20.0,20.0,20.0
stats,minecraft:used,minecraft:light_blue_stained_glass_pane,15.0,15.0,15.0,15.0,5.0,8.0,3.0,15.0,14.0,10.0,15.0,15.0,15.0,1.0,15.0,12.0,15.0,13.0,4.0,9.0,2.0,15.0,15.0,7.0,15.0,15.0,6.0,15.0,15.0,15.0,15.0,10.0,15.0,15.0,15.0,15.0
stats,minecraft:used,minecraft:light_blue_terracotta,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,4.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0
stats,minecraft:used,minecraft:light_blue_wool,3.0,12.0,21.0,21.0,8.0,4.0,21.0,11.0,5.0,13.0,21.0,21.0,21.0,21.0,9.0,17.0,17.0,21.0,2.0,17.0,15.0,21.0,21.0,14.0,7.0,21.0,16.0,10.0,17.0,21.0,21.0,1.0,6.0,21.0,21.0,21.0
stats,minecraft:used,minecraft:light_gray_banner,12.0,12.0,12.0,12.0,12.0,12.0,4.0,2.0,9.0,4.0,12.0,12.0,12.0,12.0,9.0,7.0,9.0,7.0,4.0,12.0,12.0,12.0,12.0,12.0,3.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0
stats,minecraft:used,minecraft:light_gray_bed,12.0,6.0,6.0,12.0,12.0,4.0,12.0,3.0,12.0,1.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,6.0,12.0,12.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,12.0,9.0,12.0,2.0,5.0,12.0,12.0,12.0,12.0
stats,minecraft:used,minecraft:light_gray_candle,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
stats,minecraft:used,minecraft:light_gray_carpet,12.0,19.0,1.0,26.0,10.0,20.0,13.0,7.0,23.0,6.0,26.0,26.0,2.0,11.0,18.0,3.0,26.0,14.0,5.0,16.0,8.0,26.0,9.0,17.0,15.0,23.0,26.0,22.0,26.0,26.0,26.0,26.0,26.0,4.0,23.0,21.0
stats,minecraft:used,minecraft:light_gray_concrete,16.0,19.0,21.0,21.0,7.0,21.0,11.0,8.0,17.0,21.0,21.0,21.0,21.0,2.0,9.0,12.0,10.0,18.0,3.0,5.0,15.0,21.0,21.0,19.0,6.0,21.0,21.0,4.0,13.0,1.0,21.0,14.0,21.0,21.0,21.0,21.0
stats,minecraft:used,minecraft:light_gray_concrete_powder,13.0,18.0,20.0,20.0,5.0,20.0,12.0,7.0,18.0,20.0,20.0,14.0,20.0,1.0,10.0,8.0,20.0,20.0,4.0,3.0,15.0,20.0,20.0,16.0,9.0,20.0,20.0,6.0,11.0,2.0,20.0,17.0,20.0,20.0,20.0,20.0
stats,minecraft:used,minecraft:light_gray_dye,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0
stats,minecraft:used,minecraft:light_gray_glazed_terracotta,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,10.0,8.0,10.0,10.0,7.0,10.0,10.0,5.0,1.0,6.0,10.0,10.0,2.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0
stats,minecraft:used,minecraft:light_gray_shulker_box,31.0,17.0,31.0,7.0,11.0,20.0,3.0,9.0,14.0,27.0,31.0,13.0,6.0,10.0,18.0,5.0,8.0,15.0,20.0,4.0,2.0,19.0,27.0,22.0,25.0,25.0,22.0,31.0,1.0,31.0,31.0,16.0,29.0,22.0,12.0,29.0
stats,minecraft:used,minecraft:light_gray_stained_glass,6.0,9.0,19.0,19.0,16.0,19.0,3.0,4.0,13.0,19.0,15.0,19.0,19.0,8.0,11.0,19.0,19.0,19.0,5.0,16.0,16.0,7.0,19.0,14.0,1.0,19.0,19.0,19.0,12.0,19.0,19.0,10.0,2.0,19.0,19.0,19.0
stats,minecraft:used,minecraft:light_gray_stained_glass_pane,11.0,15.0,15.0,15.0,6.0,12.0,9.0,13.0,10.0,15.0,15.0,15.0,15.0,4.0,15.0,15.0,15.0,15.0,1.0,5.0,15.0,15.0,8.0,15.0,3.0,15.0,7.0,15.0,15.0,15.0,15.0,2.0,14.0,15.0,15.0,15.0
stats,minecraft:used,minecraft:light_gray_terracotta,13.0,21.0,21.0,16.0,21.0,16.0,21.0,7.0,21.0,21.0,21.0,21.0,16.0,4.0,21.0,10.0,16.0,3.0,2.0,9.0,12.0,21.0,21.0,16.0,1.0,13.0,21.0,21.0,6.0,13.0,21.0,5.0,8.0,21.0,21.0,11.0
stats,minecraft:used,minecraft:light_gray_wool,8.0,14.0,11.0,32.0,15.0,16.0,6.0,16.0,7.0,9.0,32.0,28.0,32.0,13.0,3.0,2.0,20.0,19.0,1.0,10.0,18.0,24.0,28.0,12.0,4.0,28.0,21.0,24.0,21.0,28.0,24.0,5.0,32.0,24.0,23.0,32.0
stats,minecraft:used,minecraft:light_weighted_pressure_plate,15.0,15.0,15.0,15.0,2.0,9.0,15.0,1.0,4.0,8.0,15.0,15.0,15.0,6.0,15.0,10.0,15.0,15.0,15.0,12.0,15.0,15.0,15.0,3.0,12.0,15.0,15.0,15.0,5.0,10.0,15.0,6.0,15.0,15.0,15.0,12.0
stats,minecraft:used,minecraft:lightning_rod,3.0,15.0,15.0,15.0,13.0,11.0,15.0,12.0,4.0,15.0,15.0,15.0,15.0,15.0,15.0,6.0,5.0,15.0,1.0,9.0,6.0,15.0,15.0,15.0,2.0,6.0,15.0,15.0,13.0,15.0,15.0,9.0,15.0,15.0,15.0,15.0
stats,minecraft:used,minecraft:lilac,3.0,16.0,11.0,26.0,18.0,8.0,11.0,4.0,18.0,1.0,23.0,26.0,9.0,26.0,11.0,11.0,17.0,26.0,23.0,2.0,15.0,26.0,26.0,26.0,26.0,23.0,26.0,26.0,5.0,20.0,26.0,20.0,6.0,20.0,7.0,10.0
stats,minecraft:used,minecraft:lily_of_the_valley,7.0,22.0,22.0,22.0,15.0,9.0,20.0,3.0,6.0,1.0,22.0,17.0,12.0,22.0,16.0,5.0,11.0,22.0,22.0,2.0,8.0,20.0,22.0,17.0,12.0,22.0,22.0,22.0,14.0,22.0,22.0,17.0,4.0,22.0,9.0,22.0
stats,minecraft:used,minecraft:lily_pad,3.0,21.0,21.0,21.0,15.0,18.0,6.0,8.0,21.0,2.0,21.0,21.0,19.0,21.0,17.0,10.0,19.0,14.0,21.0,7.0,9.0,21.0,21.0,5.0,21.0,1.0,12.0,21.0,4.0,21.0,21.0,15.0,21.0,13.0,11.0,21.0
stats,minecraft:used,minecraft:lime_banner,11.0,11.0,11.0,11.0,9.0,11.0,11.0,2.0,11.0,1.0,11.0,11.0,11.0,5.0,11.0,5.0,5.0,11.0,11.0,11.0,3.0,11.0,11.0,11.0,5.0,11.0,9.0,11.0,11.0,11.0,11.0,3.0,11.0,11.0,11.0,11.0
stats,minecraft:used,minecraft:lime_bed,17.0,17.0,17.0,17.0,17.0,8.0,12.0,5.0,17.0,2.0,17.0,17.0,17.0,17.0,12.0,4.0,1.0,17.0,7.0,11.0,12.0,17.0,17.0,17.0,17.0,8.0,17.0,12.0,3.0,8.0,6.0,17.0,17.0,17.0,17.0,12.0
stats,minecraft:used,minecraft:lime_candle,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
stats,minecraft:used,minecraft:lime_carpet,12.0,15.0,15.0,15.0,5.0,15.0,15.0,2.0,15.0,10.0,15.0,15.0,15.0,4.0,15.0,7.0,1.0,15.0,3.0,8.0,12.0,15.0,15.0,15.0,8.0,10.0,6.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,12.0
stats,minecraft:used,minecraft:lime_concrete,18.0,18.0,18.0,18.0,18.0,18.0,6.0,9.0,17.0,15.0,18.0,18.0,18.0,11.0,15.0,8.0,13.0,18.0,3.0,10.0,5.0,18.0,18.0,14.0,4.0,12.0,18.0,1.0,7.0,18.0,18.0,2.0,18.0,18.0,18.0,18.0
stats,minecraft:used,minecraft:lime_concrete_powder,13.0,13.0,13.0,13.0,13.0,13.0,5.0,9.0,11.0,10.0,13.0,13.0,13.0,13.0,13.0,6.0,13.0,13.0,4.0,1.0,3.0,13.0,13.0,11.0,13.0,7.0,13.0,2.0,13.0,13.0,13.0,8.0,13.0,13.0,13.0,13.0
stats,minecraft:used,minecraft:lime_dye,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
stats,minecraft:used,minecraft:lime_glazed_terracotta,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,3.0,8.0,5.0,8.0,8.0,1.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0
stats,minecraft:used,minecraft:lime_shulker_box,10.0,18.0,33.0,19.0,26.0,9.0,3.0,5.0,12.0,4.0,11.0,14.0,16.0,2.0,23.0,13.0,23.0,30.0,25.0,8.0,6.0,33.0,32.0,15.0,22.0,16.0,21.0,31.0,1.0,28.0,20.0,7.0,33.0,26.0,28.0,33.0
stats,minecraft:used,minecraft:lime_stained_glass,5.0,15.0,17.0,17.0,17.0,17.0,8.0,3.0,2.0,10.0,17.0,9.0,17.0,17.0,17.0,14.0,7.0,17.0,1.0,4.0,15.0,17.0,17.0,17.0,6.0,17.0,17.0,17.0,12.0,13.0,17.0,11.0,17.0,17.0,17.0,17.0
stats,minecraft:used,minecraft:lime_stained_glass_pane,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0
stats,minecraft:used,minecraft:lime_terracotta,16.0,16.0,16.0,16.0,16.0,16.0,16.0,9.0,13.0,7.0,16.0,13.0,16.0,16.0,16.0,16.0,8.0,16.0,2.0,16.0,12.0,16.0,16.0,11.0,3.0,9.0,4.0,16.0,1.0,16.0,16.0,5.0,6.0,16.0,15.0,16.0
stats,minecraft:used,minecraft:lime_wool,7.0,12.0,21.0,21.0,17.0,21.0,9.0,19.0,5.0,8.0,21.0,2.0,21.0,11.0,16.0,14.0,21.0,21.0,1.0,10.0,19.0,21.0,21.0,18.0,6.0,21.0,21.0,13.0,3.0,21.0,14.0,4.0,21.0,21.0,21.0,21.0
stats,minecraft:used,minecraft:lingering_potion,4.0,12.0,18.0,18.0,24.0,24.0,9.0,1.0,10.0,24.0,24.0,24.0,24.0,8.0,18.0,6.0,24.0,24.0,14.0,12.0,5.0,18.0,24.0,3.0,24.0,11.0,14.0,24.0,2.0,14.0,18.0,7.0,24.0,24.0,18.0,14.0
stats,minecraft:used,minecraft:llama_spawn_egg,9.0,9.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,2.0,9.0,9.0,9.0,4.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0
stats,minecraft:used,minecraft:lodestone,1.0,10.0,24.0,24.0,24.0,3.0,6.0,10.0,24.0,24.0,6.0,6.0,24.0,24.0,17.0,10.0,13.0,24.0,2.0,4.0,17.0,13.0,13.0,24.0,4.0,24.0,17.0,17.0,13.0,17.0,24.0,17.0,24.0,17.0,6.0,24.0
stats,minecraft:used,minecraft:loom,15.0,11.0,25.0,25.0,14.0,13.0,12.0,4.0,25.0,1.0,22.0,25.0,15.0,25.0,15.0,6.0,7.0,9.0,3.0,21.0,25.0,15.0,25.0,25.0,2.0,8.0,25.0,25.0,5.0,22.0,20.0,15.0,25.0,25.0,22.0,9.0
stats,minecraft:used,minecraft:magenta_banner,6.0,11.0,2.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0,4.0,11.0,6.0,11.0,11.0,11.0,9.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,8.0,11.0,3.0,11.0,9.0,11.0,5.0,11.0,11.0
stats,minecraft:used,minecraft:magenta_bed,11.0,11.0,11.0,11.0,11.0,2.0,8.0,5.0,11.0,1.0,11.0,11.0,11.0,11.0,11.0,11.0,4.0,11.0,8.0,11.0,8.0,11.0,11.0,5.0,5.0,11.0,11.0,11.0,11.0,11.0,11.0,2.0,11.0,11.0,11.0,11.0
stats,minecraft:used,minecraft:magenta_candle,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
stats,minecraft:used,minecraft:magenta_carpet,4.0,1.0,9.0,9.0,6.0,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,8.0,9.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
stats,minecraft:used,minecraft:magenta_concrete,15.0,14.0,15.0,15.0,15.0,15.0,3.0,4.0,10.0,11.0,15.0,15.0,15.0,15.0,15.0,6.0,5.0,15.0,15.0,2.0,1.0,15.0,15.0,15.0,11.0,15.0,15.0,7.0,7.0,15.0,7.0,13.0,15.0,15.0,15.0,15.0
stats,minecraft:used,minecraft:magenta_concrete_powder,7.0,4.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0
stats,minecraft:used,minecraft:magenta_dye,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0
stats,minecraft:used,minecraft:magenta_glazed_terracotta,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,3.0,8.0,1.0,8.0,8.0,2.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
stats,minecraft:used,minecraft:magenta_shulker_box,24.0,19.0,28.0,5.0,20.0,13.0,2.0,10.0,14.0,15.0,28.0,24.0,6.0,11.0,22.0,16.0,7.0,28.0,28.0,4.0,7.0,26.0,28.0,9.0,20.0,17.0,26.0,22.0,1.0,18.0,28.0,3.0,28.0,28.0,28.0,12.0
stats,minecraft:used,minecraft:magenta_stained_glass,6.0,17.0,21.0,21.0,21.0,13.0,5.0,4.0,7.0,11.0,8.0,21.0,21.0,21.0,21.0,17.0,12.0,21.0,3.0,17.0,13.0,21.0,21.0,21.0,10.0,21.0,21.0,21.0,2.0,17.0,13.0,9.0,1.0,21.0,13.0,21.0
stats,minecraft:used,minecraft:magenta_stained_glass_pane,4.0,8.0,8.0,8.0,8.0,3.0,8.0,6.0,2.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
stats,minecraft:used,minecraft:magenta_terracotta,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,4.0,10.0,5.0,10.0,10.0,10.0,6.0,10.0,2.0,10.0,7.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0
stats,minecraft:used,minecraft:magenta_wool,1.0,7.0,14.0,14.0,6.0,14.0,14.0,11.0,5.0,9.0,14.0,14.0,14.0,12.0,14.0,14.0,14.0,14.0,14.0,8.0,9.0,14.0,14.0,14.0,2.0,14.0,14.0,14.0,4.0,14.0,14.0,3.0,14.0,14.0,13.0,14.0
stats,minecraft:used,minecraft:magma_block,12.0,4.0,2.0,32.0,15.0,24.0,21.0,11.0,23.0,9.0,5.0,19.0,21.0,16.0,13.0,3.0,27.0,30.0,33.0,7.0,10.0,35.0,1.0,31.0,17.0,20.0,18.0,25.0,6.0,27.0,8.0,29.0,36.0,14.0,26.0,34.0
stats,minecraft:used,minecraft:magma_cube_spawn_egg,7.0,7.0,7.0,7.0,7.0,7.0,5.0,1.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0
stats,minecraft:used,minecraft:map,8.0,13.0,29.0,29.0,25.0,7.0,28.0,1.0,26.0,23.0,29.0,29.0,16.0,14.0,4.0,10.0,15.0,29.0,2.0,9.0,3.0,21.0,17.0,6.0,5.0,18.0,12.0,27.0,19.0,19.0,24.0,11.0,21.0,29.0,29.0,29.0
stats,minecraft:used,minecraft:medium_amethyst_bud,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,4.0,2.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
stats,minecraft:used,minecraft:melon,8.0,20.0,23.0,4.0,15.0,16.0,7.0,11.0,23.0,1.0,23.0,23.0,22.0,21.0,23.0,12.0,17.0,23.0,13.0,2.0,6.0,23.0,23.0,19.0,18.0,10.0,14.0,23.0,5.0,23.0,23.0,8.0,23.0,23.0,23.0,3.0
stats,minecraft:used,minecraft:melon_seeds,19.0,3.0,22.0,4.0,26.0,8.0,9.0,16.0,26.0,6.0,13.0,26.0,23.0,2.0,10.0,20.0,12.0,15.0,26.0,7.0,17.0,26.0,26.0,14.0,26.0,5.0,25.0,26.0,1.0,26.0,26.0,18.0,24.0,26.0,20.0,11.0
stats,minecraft:used,minecraft:melon_slice,19.0,27.0,26.0,5.0,23.0,27.0,1.0,23.0,25.0,3.0,15.0,30.0,30.0,4.0,6.0,18.0,30.0,30.0,20.0,2.0,13.0,30.0,8.0,10.0,30.0,30.0,27.0,16.0,11.0,20.0,12.0,20.0,17.0,14.0,7.0,9.0
stats,minecraft:used,minecraft:milk_bucket,2.0,4.0,29.0,27.0,35.0,23.0,7.0,5.0,29.0,22.0,29.0,8.0,23.0,17.0,12.0,9.0,19.0,20.0,23.0,6.0,9.0,32.0,32.0,15.0,28.0,3.0,23.0,12.0,1.0,17.0,20.0,11.0,35.0,32.0,14.0,15.0
stats,minecraft:used,minecraft:minecart,17.0,7.0,28.0,20.0,33.0,15.0,7.0,6.0,14.0,13.0,32.0,24.0,21.0,3.0,10.0,12.0,11.0,33.0,31.0,5.0,4.0,23.0,33.0,1.0,27.0,21.0,24.0,19.0,2.0,16.0,29.0,9.0,33.0,26.0,18.0,30.0
stats,minecraft:used,minecraft:mooshroom_spawn_egg,10.0,9.0,8.0,10.0,10.0,10.0,6.0,2.0,1.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,10.0,10.0,10.0,10.0
stats,minecraft:used,minecraft:moss_block,7.0,22.0,8.0,22.0,4.0,13.0,15.0,5.0,10.0,1.0,22.0,22.0,22.0,22.0,22.0,20.0,18.0,22.0,3.0,20.0,11.0,18.0,9.0,22.0,2.0,6.0,22.0,22.0,17.0,12.0,22.0,14.0,16.0,22.0,22.0,22.0
stats,minecraft:used,minecraft:moss_carpet,9.0,16.0,16.0,16.0,4.0,16.0,14.0,2.0,7.0,5.0,16.0,16.0,16.0,16.0,16.0,15.0,16.0,16.0,11.0,16.0,13.0,16.0,1.0,16.0,16.0,6.0,16.0,16.0,12.0,10.0,16.0,3.0,8.0,16.0,16.0,16.0
stats,minecraft:used,minecraft:mossy_cobblestone,11.0,21.0,26.0,31.0,29.0,22.0,24.0,5.0,24.0,2.0,31.0,27.0,14.0,13.0,19.0,3.0,9.0,20.0,8.0,18.0,16.0,29.0,12.0,7.0,4.0,10.0,6.0,15.0,1.0,27.0,31.0,17.0,31.0,31.0,23.0,31.0
stats,minecraft:used,minecraft:mossy_cobblestone_slab,9.0,8.0,9.0,9.0,9.0,9.0,6.0,9.0,5.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,6.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,4.0,9.0,9.0,9.0,9.0
stats,minecraft:used,minecraft:mossy_cobblestone_stairs,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,2.0,6.0,8.0,2.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
stats,minecraft:used,minecraft:mossy_cobblestone_wall,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,10.0,1.0,10.0,10.0,10.0,2.0,10.0,10.0,8.0,10.0,10.0,10.0,9.0,10.0,7.0,10.0,6.0,5.0,10.0,10.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
stats,minecraft:used,minecraft:mossy_stone_brick_slab,3.0,14.0,6.0,14.0,7.0,14.0,14.0,4.0,14.0,1.0,14.0,14.0,14.0,14.0,14.0,11.0,8.0,14.0,14.0,14.0,14.0,14.0,14.0,10.0,5.0,2.0,14.0,14.0,11.0,14.0,11.0,9.0,14.0,14.0,14.0,14.0
stats,minecraft:used,minecraft:mossy_stone_brick_stairs,2.0,12.0,8.0,12.0,4.0,12.0,10.0,7.0,9.0,1.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,10.0,12.0,12.0,12.0,12.0,12.0,5.0,3.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
stats,minecraft:used,minecraft:mossy_stone_brick_wall,2.0,11.0,6.0,11.0,11.0,11.0,11.0,4.0,11.0,1.0,11.0,11.0,8.0,7.0,11.0,11.0,11.0,11.0,9.0,4.0,11.0,11.0,11.0,9.0,11.0,3.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
stats,minecraft:used,minecraft:mossy_stone_bricks,3.0,26.0,21.0,28.0,10.0,23.0,11.0,9.0,24.0,1.0,19.0,28.0,14.0,18.0,15.0,7.0,4.0,28.0,21.0,5.0,20.0,28.0,12.0,16.0,6.0,2.0,13.0,28.0,17.0,24.0,28.0,7.0,28.0,28.0,27.0,28.0
stats,minecraft:used,minecraft:mule_spawn_egg,8.0,8.0,8.0,8.0,8.0,8.0,3.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,3.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0
stats,minecraft:used,minecraft:mushroom_stem,18.0,18.0,18.0,18.0,18.0,9.0,5.0,11.0,18.0,13.0,18.0,18.0,18.0,3.0,18.0,12.0,15.0,18.0,1.0,8.0,15.0,18.0,18.0,18.0,7.0,13.0,10.0,18.0,6.0,18.0,17.0,4.0,2.0,18.0,18.0,18.0
stats,minecraft:used,minecraft:mushroom_stew,7.0,7.0,7.0,15.0,15.0,15.0,7.0,7.0,15.0,3.0,15.0,15.0,15.0,15.0,15.0,2.0,15.0,15.0,15.0,7.0,7.0,15.0,15.0,7.0,15.0,15.0,15.0,15.0,1.0,15.0,15.0,3.0,15.0,5.0,5.0,15.0
stats,minecraft:used,minecraft:music_disc_11,20.0,20.0,20.0,16.0,20.0,11.0,16.0,1.0,8.0,11.0,20.0,20.0,2.0,16.0,4.0,3.0,8.0,20.0,20.0,11.0,16.0,11.0,20.0,5.0,20.0,20.0,11.0,6.0,7.0,20.0,20.0,8.0,20.0,20.0,20.0,20.0
stats,minecraft:used,minecraft:music_disc_13,16.0,22.0,22.0,10.0,22.0,13.0,14.0,4.0,16.0,9.0,22.0,22.0,2.0,22.0,16.0,2.0,7.0,22.0,22.0,1.0,19.0,22.0,22.0,5.0,22.0,19.0,10.0,14.0,6.0,10.0,19.0,8.0,22.0,22.0,22.0,22.0
stats,minecraft:used,minecraft:music_disc_blocks,11.0,14.0,14.0,13.0,14.0,14.0,14.0,5.0,14.0,9.0,14.0,14.0,7.0,5.0,14.0,3.0,4.0,14.0,14.0,14.0,1.0,14.0,14.0,2.0,14.0,14.0,8.0,14.0,11.0,14.0,14.0,10.0,14.0,14.0,14.0,14.0
stats,minecraft:used,minecraft:music_disc_cat,2.0,22.0,22.0,10.0,21.0,17.0,22.0,12.0,6.0,12.0,22.0,22.0,8.0,7.0,22.0,3.0,19.0,22.0,22.0,1.0,15.0,22.0,22.0,4.0,22.0,22.0,9.0,16.0,5.0,17.0,19.0,10.0,22.0,14.0,22.0,22.0
stats,minecraft:used,minecraft:music_disc_chirp,12.0,14.0,14.0,2.0,14.0,14.0,14.0,5.0,14.0,8.0,14.0,14.0,11.0,5.0,14.0,4.0,8.0,14.0,14.0,14.0,14.0,14.0,14.0,1.0,14.0,14.0,3.0,14.0,7.0,14.0,12.0,8.0,14.0,14.0,14.0,14.0
